Subject;Author;Date;Time;HTML Article
Luolamiehet pronssiotteluun;Juha Varis/LMTVO;2006-03-03;09:50:18;<p>Nopea katsaus Luolamiesten jatkopeleihin. LMTVO suoriutui runkosarjasta kohtullisesti saalistaen 19 pistettä ja sijoittuen kolmanneksi. Suora välieräpaikka jäi siis haaveeksi ja puolivälierissä vastaan päristeli perinteisen tasaisesti ja vastustajan tasolla pelaava KCK. Asiantuntijat laittoivat roponsa Luolamiesten voitolle ja yllättävää kyllä, kyseiset asiantuntijat olivat tällä kertaa oikeassa.</p><p><br></p><p>Ensimmäinen peli kulki lähinnä kaavalla Varis vs. KCK, mopomiehien jäädessä hieman tappiolle. Toiseen erään muukin Luolamiesporukka heräsi horroksestaan ja erä päättyikin joukkueen selvään voittoon ja sarjatilanne 1-0 Luolamiehille. Toinen ottelu oli melkoista Luolamiesnäytöstä sisältäen ennalta arvaamattomia tilanteita ja yleisön viihdytystä. Ensimmäisen erän jälkeen peli oli melko selvä ja jäljelle jäi lähinnä ystävällismielistäpelailua. KCK pelaili paremmin Luolamiesten tyytyessä lähinnä heittelemään haukia ja virkamiehiä. Mainittakoon LMTVO:n erätulos 4 kuudella nollaheitolla. Puolivälierät siis 2-0 LMTVO:lle ja paikka välieriin aukesi.</p><p><br></p><p>Välierissä vastaan löntysteli runkosarjan kakkospaikalle lehahtanut Draconis. LMTVO lähti finaalijahtiin hienoisena altavastaajana, vaikka KCK:n murskaus olikin antanut tontuntappajille varmasti ajattelemisen aihetta. Viime kauden välierätappio jyskytti epäilemättä lohikärmesheebojen munaskuissa, vaikka Luolamiesten mestaruuden takuumies ja siivouspäällikkö Pyykkö Sr. olikin loikannut tälle kaudelle Draconiksen leiriin. Luvassa oli siis erityisen kuumatunnelmainen ottelusarja, missä ei kaihdettu raakojakaan konsteja vastustajan mätkimiseksi maakuoppaan.</p><p><br></p><p>LMTVO oli valinnut ensimmäiseen otteluun taktiikakseen muutamassa edellisessä ottelussa testatun 'ruotsalaista vittuilua' ja 'annetaan vähän siimaa' tyylisen sommitelman. Taktiikka purikin hyvin jopa molemmissa erissä ja ensimmäinen peli hävittiin puhtaasti 27-0. Tämän oli tarkoitus suistaa Draconis hyvänolon suohon, josta ylös pääsemiseen olisi kaivattu vähintään legioona keijukaisia. Toiseen peliin otettiin kovemmat aseet käyttöön ja taktiikkana oli jo saunailloissa harjoiteltu 'annetaan muiden aloittaa aiemmin ja kiritään itse perästä ja mennään samalla helvetin kovaa ohi'. Tämä toimi oikein hyvin ensimmäisen erän ajan, mutta kuten monesti harjoituksissa oltiin huomattu, ko. taktiikka on varsin riskialtis. Riskirajoilla mentiin ja kaikki voimavarat annettiin, mutta hyytyminen kävi hetkeä liian aikaisin ja Draconis poimi voittopisteet väsähtäneen Luolamiehen hyppysistä. Passitus siis pronssipeliin suoraan kahdessa ottelussa. Luolamiehet kaatuivat karibunnahkasaappaat jalassa, omaa suoritustaan häpeilemättä.</p>
IHKU divarin voittajaksi;NKL;2006-03-03;09:52:21;<p>IHKU voitti divarin finaalisarjassa VaWan suoraan kahdessa ottelussa. Näin IHKU pääsee karsimaan liigapaikasta MULKia vastaan. Divarin pronssiottelussa Plee voitti PaVan.</p>
Välieräottelu tänään jo klo 1700;NKL;2006-03-03;11:00:30;<p>Tänään perjantaina 3.3. pelattava PKMM-ITKK välieräottelu on siirretty alkamaan jo kello 17.</p>
Minardin menestys;ITKK;2006-03-05;19:42:55;<p>Tähän kauteen NKL:n Ferrarista Minardiksi pudotettu ITKK alkoi jälleen lunastaa paikkaansa formulamaailman kärjessä ylivoimaisella runkosarjavoitollaan. Näin ollen puolivälieräviikon huilauksen ja<br>testiajojen jälkeen oli aika taas lunastaa suuret odotukset. Välierissä vastaan asettui hieman yllättäen GPK:n voittaneet vanhat pitkätukat eli PKMM. Toisaalta liekö PKMM yrittämässä ikääntyä arvokkaasti, koska joukkueessa ei taida enää olla kuin kaksi pitkätukkaa, tohtoreita sitäkin enemmän. Tosin kaukana ollaan vielä esimerkiksi VTTU:n 'pilluhyppyrit ja puuhelmiä kaulassa' -lookista. ITKK:n tietotoimiston saamien tietojen mukaan PKMM:lle on käymässä kuten Suomen valtiolle, jossa myös ikärakenne ukkoutuu. ITKK suositteleekin joukkueelle ensi kaudeksi nimenmuutosta: tuleva nimi olisi PMJ - PikaMetalliJaskat.</p><p><br></p><p>PKMM näytti haluavan tosissaan finaaliin. Ensimmäiseen peliin oli paskalaarin pohjat kaavittu ja mukana muinainen pelimies Marko Parviainen, joka oli Lahdesta asti kiitänyt joukkuettaan auttamaan. Ensimmäisessä erässä PKMM pelasi tasollaan ITKK:n Ahosen ja Jääskeläisen jäädessä huippuheitoista. Erä kuitenkin ITKK:lle 11-4.  Molemmat joukkueet lähtivät toiseen erään samoilla miehityksillä. PKMM paransi peliään Ahosen ja Jääskeläisen huonontaessa. Onneksi Raatikainen ja Matikainen paikkasivat ja erätulokseksi saatiin 6-7 ja koko ottelu ITKK:lle 17-11.</p><p><br></p><p>Torstaina ITKK:lla oli katkolla finaalipaikka, mutta tokihan peli oli ensin pelattava. Liekö itseään Tiki Tikkaseksi tituleeraavan asemansa vuoksi kunnioitetun herra osastonjohtaja Jari Porraksen kommentointi kentän laidalla vaikuttanut ensimmäisen erän heittoihin huonontavasti, vai oliko ITKK ylikunnossa? Kovin vahvasti ei mennyt PKMM:lläkään, mutta se riitti erävoittoon lukemin 23-19. Toiseen erään molemmat joukkueet jatkoivat samoilla karvanaamoilla, mitäpä sitä hyvin? heittänyttä kokoonpanoa vaihtamaan. Kumpainenkin joukkue ryhdistäytyi, ITKK ei omalta kannaltaan tarpeeksi ja erä jälleen PKMM:lle luvuin 6-2 ja näin koko peli lepakonpurijoille 29-21. ITKK:lla oli edessään ankara v*tutus ja raahautuminen kentälle seuraavaksi päiväksi nolon tappion jälkeen. Kyllä hävetti! Hauet ottelussa menivät ITKK:lle lukemin 7-1, ja näistä Ahonen heitti 3, samoin kuin Tanninen ja Korppikin omassa pelissään.</p><p><br></p><p>Perjantain peli saatiin sovittua alkamaan klo 17, jotta nuoriso pääsisi ajoissa lihapatojen ääreen. Molemmat joukkueet luottivat taas tuttuihin välieräkokoonpanoihinsa molemmissa erissä. ITKK:n joukkue oli saanut pelikemiat kohdalleen ja tulos oli sen mukaista. Ensimmäinen erä mentiin jopa miinukselle tuloksella -1-13. Toiseen erään ITKK lähti turvallisessa 14 pisteen johtoasemassa. Toiseen erään PKMM:lle jäi vielä varaa parantaa, ITKK:lle ei oikeastaan. Kohtalo kuitenkin päätti toisin. PKMM:n tulos huononi pisteellä, kun taas ITKK:n parani. Tuloksena huikea erä -2 sekä vielä huikeampi pelitulos -3, joka jää historiaan NKL:n ylivoimaisesti kovimpana tuloksena edellisen ennätyksen ollessa Draconiksen torstaina heittämä 0 (myös LMTVO). Pula-ajan Tikilläkin nyrjähti leuka kentän laidalla, sen verran ammollaan suu oli pelin edetessä. Jos parissa edellisessä pelissä olivat Ahonen ja Jääskeläinen epäonnistuneet, tänään heitto oli lipumassa kohdilleen. Ahonen osui suunnilleen sinne minne yritti samoin kuin Jääskeläinenkin niillä muutamalla heitollaan, jotka pääsi heittämään. Kahdeksasta heitettävästä kartustahan miinustuloksista johtuen miehellä jäi 3 heittämättä. Mahtoi sylettää.</p><p><br></p><p>Historiaan ovat painuneet jo alkuviikon huonot pelit ja viikonlopun viettoon olikin mukava käydä ennätystuloksen siivittämänä. ITKK:n Ferrari-Minardi-asetelmaa lähempänä lienee hevonen, joka juoksee kovempaa kodin lähestyessä. Samoin parantaa ITKK ratkaiseviin peleihin. Joukkue on löytänyt tappavan tehokkaan kokoonpanon, jolle onnistuessaan ei pärjää edes kukaan. Ja epäonnistuessaankin harva. Ainoa tähän mennessä herännyt kysymys onkin, kannattaako finaaleita edes pelata punakoneen musertavan ylivoiman edessä. No tottahan kannattaa, ainakin näemme onko jatkosarjassa loistavasti heittänyt Koistinen isojen kisojen mies, koska Tanninen ja Manninen eivät sitä ole. Pyykkökin on entinen Luolamies ja Talvirinne ei ole mies ollenkaan.</p><p><br></p><p>Tiistaina areenalla räjähtää jälleen, silloin NKL:n ensimmäinen finaaliottelu suorana lähetyksenä paikan päällä. Jatkuuko ITKK:n ennätystehtailu, rytkyvätkö Draconiksen tyrät?</p>
Karsintapeli(t) siirretty tiistaille;NKL;2006-03-07;09:29:14;<p>Alkuperäisen ohjelman mukaan keskiviikolle merkityt toinen ja mahdollinen kolmas liigakarsintapeli on siirretty alkavaksi tiistaina klo 17:00.</p>
Vaihtelun vuoksi ottelun siirto;NKL;2006-03-07;20:08:17;<p>Kauden todennäköisesti viimeinen ottelunsiirto on seuraavanlainen. Mahdollisesti kolmas finaaliottelu pelataan torstaina, ei siis perjantaina. Mahdollinen kolmas finaaliottelu pelataan mahdollisesti toisen finaaliottelun jälkeen ellei toista finaaliottelua siirretä.</p>
IHKU lunasti liigapaikan;NKL;2006-03-07;20:12:54;<p>IHKU lunasti liigapaikan ensi kaudelle voitettuaan MULKin karsintaotteluissa suoraan kahdessa ottelussa.</p><p><br></p><p>Otteluiden lopputulokset:<br>MULK - IHKU 31-24 (18-16)<BR>IHKU - MULK 31-45 (14-28)</p>
All Starsin ja gaalan aikataulu;NKL;2006-03-08;09:36:55;<p>NKL:n All Stars-peli ja gaalailta ovat tänävuonna lauantaina 25.3. All Stars-peli pelataan Areenalla klo 15 alkaen. Tämän jälkeen n. klo 16 on All Stars-pelaajien sauna. Gaalan vip-tilaisuus liigapelaajille ja kutsuvieraille alkaa klo 18 ravintola Kurniekassa. Klo 19 alkaen ovet aukeavat kaikelle kansalle, mukaanlukien divaripelaajat ja fanit. Palkintojenjako ja mahdollinen muu ohjelma alkanee noin klo 20. Luvassa on erinäisiä henkilökohtaisia palkintoja sekä liiga- että divaripelaajille, sekä mitalien ja TEK-maljan jako voittajajoukkueille.</p>
Pronssiottelut LMTVO - PKMM;LMTVO;2006-03-10;09:28:21;<p>Karvaiden välierätappioiden jälkeen molemmat joukkueet olivat koonneet rivinsä ja aloittivat tiukan väännön viimeisestä mitalisijasta. Luolamiesten saapastellessa areenalle selvisi, että pitkätukat olivat päättäneet kantaa kortensa kekoon kentän kunnossapitoon liittyvässä keskustelussa. Akateeminen elämä lienee puraissut viimeisetkin nuoruuden uhkarohkeuden rippeet joukkueesta, vai johtuiko kentän modifiointi kenties yrityksestä hiekottaa Luolamiesten yritykset yleisön naisväen suhteen. Mahdollista tietenkin oli, että metelimiehillä oli kaipuu jo kesälomalle ja siksi olosuhteita muokattiin enemmän kesäkyykkään sopivammaksi. Kentälle oli siis kuskattu suorastaan kuutioittain sepeliä ja kaunis ja kirkas lumipinta peitetty tummalla ja pimeällä hiekalla. Kuulemma varjelemaan ammattipelaajia liukastumisilta.</p><p><br></p><p>Kentän uusittu pinta ei kuitenkaan Luolamiehiä hetkauttanut suuntaan eikä toiseen, vaan tuloksena oli kohtuullinen pläjäys pahimmat paineensa purkaneelta ja vapautuneesti pelanneelta Luolamieslössiltä. PKMM ei myöskään tuntunut saavan erityistä etua pinnoituskikkailullaan, vaan tulos jatkoi samoilla linjoilla edellisten pelien suhteen. Ensimmäinen ottelu siis Luolamiehille lukemin 15-9.</p><p><br></p><p>Ensimmäisessä ottelussa PKMM oli siis käyttänyt kotikenttäetuaan ja ottelu oli pelattu ns. kakkoskentällä. Toiseen otteluun Luolamiehet halusivat siirtyä liigan ykköskentälle, koska tarkoituksena oli päättää kausi hyvissä olosuhteissa ja huipputuloskin oli hakusessa. Tähän ei aivan päästy, mutta kausi kuitenkin pääättyi Luolamiesten voittoon ja Gaalassa kaulaan saadaan tällä kertaa pronssiset mitalit. Sit ei enää vituta yhtään. Toisen pelin tulos 9-19 LMTVO:lle. Ottelusarja oli kaikin puolin varsin vapautunutta heittelyä puolin ja toisin, mukavan tiukkaa ilman turhaa puristelua. Yksittäisiä mahtisuorituksia ei juurikaan näkynyt, sen sijaan hyvää joukkuepeliä sitäkin enemmän.</p><p><br></p><p>LMTVO kiittää kaikkia vastustajia ja tuomareita tästä kaudesta, uutta taistelua luvassa seuraavalla kaudella. Gaalassa jälkipelit.</p>
Draconis NKL:n yllätysmestari;DRA;2006-03-10;09:34:45;<p>Runkosarjan kingit, ITKK-99 ja DRA löysivät toisensa NKL:n finaalista. Seurannut draama ei jättänyt sään herran ansiosta kylmäksi kuin pelaajat, tuomarin, yleisön ja Hall of Famea ylläpitävän herrasmiehen.</p><p><br></p><p>Kauden finaalisarjaa oli jo edeltänyt runkosarjan 'ylivoimaisesti' voittaneen, Itseään Tasavallan Kyykkä Kunkuiksi tituleeranneen joukkueen yletön ja ylitsevuotava propaganda, jota seurattuaan asiantuntija Arttu K.:kin olisi noussut haudastaan kuuta ulvomaan. Sanan säilä vääntyi ja paukkui sen jälkeen, kun liigan peliennätys koki päivänvalon välierissä ja antoi tutapupan perusteet koulun penkillä oppineille Minardimiehille aiheen julistautua voittamattomiksi jo ennen finaalisarjan alkua, osin hyvästä syystäkin.</p><p><br></p><p><B>Ensimmäinen Finaaliottelu ITKK-99 - DRA 7.3.2006</B></p><p><br></p><p>Ensimmäiseen osaotteluun kotijoukkue ITKK-99 tyytyi paremman puutteessa passittamaan kentälle neljä tietotekniikan opiskelijaa.  Vierasjoukkue sen sijaan pystyi onnekseen laittamaan kentälle aikoinaan hakupäätöksissään valistuneempia kyykkääjiä. Kultamitalijahtiin lähtevä Draconis joutui heti finaalisarjan kynnyksellä henkisen hyvinvoinnin (?) sijasta keskittymään pelaajien fyysiseen kuntoon. Joukkueen naispelaaja Talvirinne oli lämmitellyt itsensä ylikuntoon ja oli mittarilukemienkin mukaan kirjaimellisesti tulessa. Kun tämän lisäksi joukkueen toipilaana oleva nivus-, polvi- ja selkävaivainen kolmosheittäjä oli nautiskellut paikallisessa baarissa viinaa (?!), lankesivat suorituspaineet isojen kisojen miehille Koistiselle ja Pyykölle.</p><p><br></p><p>KC Nörtit näyttivät että hyvän päivän sattuessa voi CV:hen kirjoittaa muutakin kuin 'mä koodaan vaan'. Eritoten puulaakipalloilija Ahonen esitti tarkkoja passeja ja viimeistelijä Jääskeläinen muisti heittää myös vasurilla. Myös pystylyöjä Matikainen nähtäneen lähitulevaisuudessa Seiskan kannessa. Draconiksen kärmekielet puolestaan keskittyivät taktisesti keräämään voimia torstaille, jolloin ratkottaisiin mestari, kävi peleissä miten kävi. Tuoreessa muistissa oli Luolamiesten välierätaktiikka, mitä pyrittiin hiomaan niin, että se jopa toimisi. Ensimmäinen finaalipeli kurjille kyykkääjille 0-20.</p><p><br></p><p><B>Toinen Finaaliottelu DRA-ITKK-99 9.3.2006</B></p><p><br></p><p>Torstai oli toivoa täynnä molemmille Gaala-illan poikaa tavoitteleville joukkueille, kun sovittu oli että se mahdollinen kolmaskin peli pelattaisiin kyseisenä päivänä. Illan tuoksinnassa se lööppeihin juuttunut HoF:kin pantiin yhteissovussa uuteen uskoon. Terveisiä vaan oululaisille, tällä tasolla pelataan sitä talvikyykkää Skinnarilassa, tuossa opiskelijakyykän kehdossa!</p><p><br></p><p>Draconiksen sairastuvalta kuului huonoa. Ensimmäisen finaaliottelun ainoa onnistuja Talvirinne oli vajonnut pelikelvottomaan kuntoon ja apuun revittiin joukkueen rapakuntoinen kippari Jarno 'Popeye' Hyyryläinen. Samalla Jörö-Jukka kolmospaikalta tyrkättiin tylysti aloituspaikalle roiskimaan kun oli empiirisin kokein muille todistanut ettei osannut siivota.</p><p><br></p><p>Team Nörtit peluuttivat kokoonpanoa<br>Kuusio-Matikainen-Ahonen-Jääskeläinen, Tonttujen arpoessa järjestyksen Tanninen-Koistinen-Pyykkö-Hyyryläinen. Jo ensiheitoista nähtiin, että siideri baarissa oli tällä kertaa herättänyt Draconiksen managerissa muinaisen kyykkäpedon ja koko illan nähtiinkin aivan toisenlaisia heittoja kuin ensimmäisessä osaottelussa. Julma karjahtelu sekoitti selvästi ITKK:n peliä ja kakkospaikan messias Matikainen ruoski kenttää vimmoissaan virkamiehellä ja kahdella kalalla. Hienoisista epäonnistumisista huolimatta ITKK-99 selätti Draconiksen viimeistelytaidoillaan ja karkasi erävoittoon lukemin 4-2. Toiseen erään Pelimiehet päättivät yksissä tuumin, että kapteenia ei enää päästetä viimeistelemään ja näin myös kävi. Erän puolessa välissä kenttä oli jo niin tyhjän oloinen, että Tonttulegioona päätti pistää pelin jännäksi ja onnistui sössimään vain -2 erätuloksen. Minardimiehillä ei erän loppu mennyt yhtä mallikkaasti kuin edellinen ja yllätys oli valmis: erä päättyi roolihuijareille 8- -2 ja koko ottelu 10-2!</p><p><br></p><p><B>Kolmas Finaaliottelu ITKK-99-DRA 9.3.2006</B></p><p><br></p><p>Toisessa ottelussa luunapin otsaan ottaneet titejunnut ottivat itseään niskasta kiinni, olihan kyseessä ratkaisuottelu. Ensimmäisen osaottelun jälkeinen huutelu oli herättänyt ison pahan lohikäärmeen joten sotisovun kiinnikkeiden tarkistus olikin paikallaan. Parhaiten itsensä psyykkauksessa onnistui Janne 'Tuplapoisto-tuplapulu' Matikainen, jonka tuplakasi erän alkuun loi mainiot puitteet suurelle urheilujuhlalle. Toisella puoliskolla kentältä poistui kuitenkin vain kuusi kyykkää ja yhden jäädessä neliöön jäi erätulos plussalle. Punamustat taas jatkoivat tasaisen tappavaan tahtiin ja kapteeni jätettiin TAAS nuolemaan näppejään! Erätulos -2 ja toiseen ja ratkaisevaan erään lähdettiin selvässä Draconiksen neljän pisteen johtoasemassa!</p><p><br></p><p>NKL:n kauden viimeinen erä oli historian kovatasoisin. Molemmat joukkueet näyttivät parasta osaamistaan ja jättivät viimeisiä karttujaan heittämättä kenttien tyhjentyessä ennätystahdissa. Luolamiehet välieräsarjassa pudottanut Sami 'Pelastaja' Pyykkö pääsi naulaamaan viimeisen naulan koodiorjien arkkuun, kun koko joukkue ylsi historian parhaaseen suoritukseensa. Erätulos -3 ja NKL:n mestaruus oli sinetöity. ITKK-99 kaatui saappaat jalassa, viimeistellen taidokkaasti -1 erän. Lopputulos ITKK-99 1, Dra -5. Tällä kertaa riitti, että se kuuluisa paketti saatiin raavittua kasaan viimeisellä mahdollisella hetkellä. Tästä lienee kiittäminen Potilas Talvirinnettä, toivottavasti ylikunto on jo menneen talven lumia Gaala-illassa, kun boolia ja mitaleita tarjotaan.</p><p><br></p><p>Draconis pääsee siis kuluvan kauden päätteeksi Gaala-iltaan kultaa juhlimaan. Tämähän kiinnostanee kiviäkin, sillä huhujen mukaan Kurniekassa on tänäkin vuonna boolia tarjolla. Gaalan viihteellinen osa lieneekin jännääminen siitä, riittääkö booli vai juoko Pentit sen taas ja viekö ITKK-99 kaikki henkilökohtaiset palkinnot Vuoden Rookieta lukuunottamatta (joka menee VTTU:n Henrik Tarkkiolle, varma huhu). Troikkaa veikanneille oikea rivi tällä kaudella on siis DRA-ITKK-99-LMTVO, poissa numero 8 (MULK).</p><p><br></p><p>Draconis kiittää NKL-joukkueita antoisasta kaudesta ja muita mitalijoukkueita kovasta vastuksesta. Ensi kaudella laitetaan HoF:fi taas uuteen uskoon usean joukkueen voimin!</p>
All Stars ottelu;NKL;2006-03-22;12:31:35;<p>NKL:n joukkueessa pelaavat jälleen liigajoukkueiden valitsemat edustajat, kun taas muun maailman joukkue koostuu faniklubin ja hallituksen valinnoista sekä divarivoittaja IHKU:n edustajasta.</p><p><br></p><p><B>NKL:</B></p><p><br></p><p>MULK: Mika Hanski<br>DRA: Jyri Koistinen<br>LMTVO: Juha Varis<br>ITKK: Janne Matikainen<br>GPK: Niko Kuikka<br>PKMM: Ilmari Laakkonen<br>VTTU: Henrik Tarkkio<br>KCK: Juha Huttunen</p><p><br></p><p><B>Muu maailma:</B></p><p><br></p><p>Jussi Ahonen (faniklubi)<br>Jukka Tanninen (faniklubi)<br>Marjo Nieminen (faniklubi)<br>Antti Nousiainen (faniklubi)<br>Katja Talvirinne (hallitus)<br>Anssi Jääskeläinen (hallitus)<br>Sami Pyykkö (hallitus)<br>Eetu Pekkanen (divari)</p><p><br></p><p>Ottelu pelataan lauantaina 25.3. klo 15 alkaen ja sen tuomitsee Paavo Leinonen.</p><p><br></p><p>Väliaikaviihdykkeenä on jälleen luvassa tarkkuus- ja nopeuskilpailut. Tervetuloa katsomaan huikeaa kyykkäviihdettä ja osallistumaan kilpailuihin!</p>
Gaalan voittajat;NKL;2006-03-31;15:52:36;<p>Kauden perinteisessä päätösjuhlassa eli Gaalassa palkittiin jälleen runsain mitoin eri pelaajia. Yhteenveto voittajista:</p><p><br></p><p>Divarin Fair Play-joukkue: SC HuTi<BR>Divarin paras pelaaja: Tuomas Mustonen (MaSki)<BR>Divarin haukikuningas: Mikko Nissinen (HUMP)</p><p><br></p><p>Illan tähti: Niko Kuikka<BR>Ahtipysti: Kalle Rannikko<BR>Faniklubin suosikkipelaaja: Marjo Nieminen</p><p><br></p><p>Vuoden tulokas: Henrik Tarkkio<BR>Runkosarjan paras: Niko Kuikka<BR>Jatkosarjan paras: Janne Matikainen<BR>Vuoden viimeistelijä: Savi Pyykkö<BR>Vuoden kyykkääjä: Niko Kuikka<BR>Haukikuningas: Seppo Kyynäräinen</p><p><br></p><p>Lisäksi Gaalassa jaettiin kultamitalit divarin voittajajoukkueelle IHKU:lle, ja liigan pronssimitalit LMTVO:lle, hopeaa ITKK:lle ja kultamitalit sekä TEK-malja liigan voittajajoukkueelle Draconikselle.</p><p><br></p><p>All-stars ottelussa NKL Allstar-joukkue voitti Muun maailman joukkueen 45-25 (16-24).</p><p><br></p><p>MUU MAAILMA</p><p><br></p><p>Marjo Nieminen 4 3 H 3<BR>Jukka Tanninen 3 3 H H<BR>Jussi Ahonen 4 1 4 1<BR>Anssi Jääskeläinen 3 1 1 1<BR></p><p><br></p><p>Antti Nousiainen 2 H H H<BR>Katja Talvirinne 3 5 H 3<BR>Eetu (IHKU)     4 H H 2<BR>Sami Pyykkö  2 3 2 1</p><p><br></p><p>NKL allstar</p><p><br></p><p>Ilmari Laakkonen 3 2 3 1<BR>Janne Matikainen 2 3 3 1<BR>Juha Varis H H 1 1<BR>Henrik Tarkkio  5 4 H H</p><p><br></p><p>Jyri Koistinen 3 4 1 2<BR>Niko Kuikka           5 H 2 1<BR>Juha Varis     5 1 H 1<BR>Mika Hanski  2 1 2 3</p>
Liigaan ilmoittautuminen 31.10. mennessä;NKL;2006-10-16;09:43:28;<p>NKL-kauden 2007 liiga-joukkueiden ilmoittautuminen liigaan on alkanut ja päättyy tiistaina 31.10.2006 klo 12:00. Ilmoittautuminen tapahtuu kirjallisesti yo-kunnan toimistoon NKL:n 'lötteröön'. Ilmoittautumisessa tulee olla mainittuna mm. seuraavat sääntöjen määräämät asiat:<br><ul><li>Joukkueen nimi ja lyhenne<li>Joukkueen kaikkien jäsenten (6-10 pelaajaa) nimet allekirjoituksineen sekä pelaajanumerot<li>Hallitusedustajan ja kapteenin nimet<li>Tuomarin/tuomareiden nimet. Tuomari ei voi olla hallitusedustaja tai kapteeni<li>Joukkueen sähköpostilistan ylläpitoa varten vähintään yhden joukkueen jäsenen sähköpostiosoite<li>Joukkueen sponsorit</ul>Pelaajien lisenssimaksu kaudelle 2007 on 5e. Divariin ilmoittautumisista ilmoitetaan tarkemmin kun liigassa ensi kaudella pelaavat joukkueet ovat selvillä.</p>
